ORISPL,Plant Name,Retirement Date,UTLSRVID,ret_STATUS,Date of Last Unit or Planned Retirement,Total Nameplate Capacity (MW),Retiring Capacity,Average Capacity Factor,Generator Size Weighted Capacity Factor (%),Age,Generator Size Weighted Age,Summed Generator annual net generation (MWh),Age at Retirement,Percent Capacity Retiring,State,2022 SO2 Emissions (tons),2021 vs 2022 SO2 Emissions (%),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2021 vs 2022 CO2 Emissions (%),2022 CO2 Emission Rate (lb/mmBtu),2022 Hg Emissions (lbs),2022 Hg Emission Rate (lb/TBtu),Facility has one or more low-emitting EGUs (LEE) units that do not report hourly emissions,eGRID subregion name,eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),"Hospital Admits, All Respiratory",Infant Mortality,"Hospital Admits, Cardiovascular (except heart attacks)",$ Work Loss Days,$ Mortality (low estimate),$ Asthma Exacerbation,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,PM 2.5 Emssions (tons),PM 2.5 Emission Rate (lb/MWh),Mapped Fuel Type,coal_FUELS,Number of Coal Generators,NONcoal_FUELS,Total Cost of Emissions Control Equiptment Retrofits Installed since 2012 ($),Plant Coal Percentage (%),2020 Net Cashflow,Average Cashflow,Forward Costs,Coal Debt Securitization Policy,State coal generation percent (resource mix),State gas generation percent (resource mix),LAT,LON,Governor Party,Legislation Majority Party,Estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Change from 2018 to 2021 in trhe estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Average PM Results (lb/mmBtu),FIPS,Cheapest Renewable Resource,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference,Sector,Utility Name,Ownership Type,Final Target Summary,Attainment Year,Interim Target(s) Summary,Mandatory or Voluntary Target,Target Scope
1012,F B Culley,2025.0,17633,1,2025.0,368.9,103.7,0.53,0.6552073732718894,53.5,52,2118170.0,,0.2811059907834101,,,,,,,,,,,,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,1.1892,0.0295,1.1798,106092.99,51347751.76,8225.78,1235,20,28,31,45,93.28662793,0.202165689,Coal,"['BIT', 'BIT']",2,0,14326000,0.976775440669973,-9483835.313817956,-7060090.238585426,46.221473,Introduced,0.578453961982309,0.293217129899596,37.9111,-87.3275,Republican,Republican,48.938,7.636000000000003,0.01666666666666667,18173,local solar,23.692346,renewables,0.5125831017977295,Electric Utility,Southern Indiana Gas & Elec Co,Investor Owned,,,,,
1040,Whitewater Valley,,15989,0,,93.9,0.0,0.033,0.0341884984025559,59.0,56,27965.0,,0.0,IN,876.994,0.718453812,2.47319974,132.661,0.374115616,72764.807,0.782224737,205.203116,0.263962041,0.372198015,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,0.5897,0.0151,0.5884,57308.62,27356357.91,4360.89,31458,54,39,74,68,18.0634378,1.096581442,Coal,"['BIT', 'BIT']",2,0,2046000,0.982329304487753,-693324.3556385423,337906.8553201093,143.846772,Introduced,0.578453961982309,0.293217129899596,39.8028,-84.8953,Republican,Republican,41.567,7.221000000000004,0.022,18177,local wind,122.765509,renewables,0.8534463950292884,Electric Utility,City of Richmond - (IN),Municipal,,,,,
1073,Prairie Creek,2025.0,9417,2,2025.0,64.6,64.6,0.186,0.08681424148606812,45.5,56,49130.0,67.0,1.0,IA,832.274,-0.0138303,0.543775087,467.901,0.305708105,320268.041,0.003886812,209.250538,1.62309627,0.530233621,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.6134,0.0152,0.5426,62338.26,28100131.98,4872.43,36019,47,40,60,58,11.27921148,0.462679936,Coal,"['SUB', 'SUB']",2,['NG'],6780000,0.693599734571997,,,81.423336,None,0.328973043305685,0.096186892878803,41.944039,-91.639167,Republican,Republican,35.773,6.075000000000003,0.01527616279069761,19113,regional wind,66.44775800000001,renewables,0.8160775677380745,Electric Utility,Interstate Power and Light Co,Investor Owned,,,,,
1082,Walter Scott Jr Energy Center,,12341,0,,1648.3,0.0,0.4535,0.4405521446338652,30.5,29,6362848.0,,0.0,IA,9028.416,0.079835492,0.262567407,5333.143,0.155100245,7212628.08,0.024288648,209.760057,32.10412,0.466831366,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,2.479,0.0705,2.4711,265694.64,119520007.11,21037.41,2339,40,32,57,42,205.4059216,0.082936983,Coal,"['RC', 'RC']",2,0,4100000,0.994732851518007,34576179.25122557,81897545.23782396,24.706779,None,0.328973043305685,0.096186892878803,41.18,-95.8408,Republican,Republican,44.553,9.052999999999995,0.01175,19155,regional wind,8.615875000000003,renewables,0.3487251413873092,Electric Utility,MidAmerican Energy Co,Investor Owned,Zero CO2e emissions by 2045 (applies to electric generating units),2045.0,--,Mandatory,Not explicitly addressed
1091,George Neal North,,12341,0,,584.1,0.0,0.333,0.333,48.0,48,1702451.0,,0.0,IA,1337.586,-0.5981113,0.351035545,1049.208,0.275353736,799269.755,-0.6000511,209.760041,4.85361844,0.63689086,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.806,0.023,0.8029,87446.47,39494226.43,6950.96,166,11,11,31,38,70.680739,0.16448704,Coal,['RC'],1,0,261995000,0.989127786567517,-674077.5206655201,6212505.62574442,33.420098,None,0.328973043305685,0.096186892878803,42.299794,-96.361707,Republican,Republican,41.702,3.687999999999995,,19193,regional wind,17.079491,renewables,0.5110544858366365,Electric Utility,MidAmerican Energy Co,Investor Owned,Zero CO2e emissions by 2045 (applies to electric generating units),2045.0,--,Mandatory,Not explicitly addressed
1104,Burlington (IA),,9417,0,,212.0,0.0,0.568,0.568,55.0,55,1055160.0,,0.0,,,,,,,,,,,,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,2.5331,0.0626,2.4771,245315.22,118186748.58,19104.1,2520,14,21,29,55,151.6840382,0.268547413,Coal,['SUB'],1,"['NG', 'NG', 'NG', 'NG']",5641000,0.99720837798794,,,30.306182,None,0.328973043305685,0.096186892878803,40.7412,-91.116667,Republican,Republican,38.011,6.514000000000003,0.01482801589863014,19057,regional wind,14.894377,renewables,0.4914633258653301,Electric Utility,Interstate Power and Light Co,Investor Owned,,,,,
1167,Muscatine Plant #1,2023.0,13143,1,2023.0,293.5,118.0,0.3545,0.3798926746166951,45.5,45,976297.0,,0.4020442930153322,IA,1387.053,-0.1208241,0.212046412,2508.49,0.383486647,1372093.73,-0.0996408,209.759506,12.6272061,0.965195181,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,1.6654,0.0406,1.6084,160656.01,75633054.75,12520.65,14396,55,47,65,65,13.05069193,0.049061922,Coal,"['SUB', 'SUB', 'SUB', 'RC']",4,0,3023000,0.996880368361924,-3529755.363673596,1480248.904313535,42.514836,None,0.328973043305685,0.096186892878803,41.3917,-91.0569,Republican,Republican,41.576,5.578000000000003,0.004733333333333332,19139,regional wind,27.103031,renewables,0.6374958379234957,Electric Utility,Board of Water Electric & Communications,Municipal,,,,,
1241,La Cygne,,10000,0,,1598.9,0.0,0.4645,0.4559899305772719,48.0,48,6390767.0,,0.0,KS,812.179,0.091976014,0.023208817,3102.96,0.088670147,7339497.93,0.045861885,209.733402,10.1355395,0.144816526,,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.5951,0.0169,0.5899,61526.28,28110109.38,4916.6,298,33,5,68,49,134.886404,0.044718723,Coal,"['SUB', 'SUB']",2,0,396050000,0.994939024716763,24207441.93847258,28845149.80388242,32.692362,Introduced,0.342851683252965,0.0470578987739339,38.3481,-94.6456,Democrat,Republican,58.776,-0.3059999999999974,0.007636666666666663,20107,regional wind,17.429847,renewables,0.533147375524595,Electric Utility,Evergy Metro,Investor Owned,Net-zero carbon emissions by 2045,2045.0,70% reduction in carbon emissions by 2030,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1250,Lawrence Energy Center,2023.0,22500,2,2023.0,517.0,517.0,0.4485,0.4174758220502902,57.5,55,1888956.0,63.0,1.0,KS,222.886,-0.1847145,0.019445984,1425.627,0.124380713,2399064.89,0.150674417,209.309588,,,Yes,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.3371,0.0099,0.3328,36537.18,16034709.65,2896.19,24775,40,42,46,32,44.80014,0.046334819,Coal,"['SUB', 'SUB']",2,0,250219000,0.987140439780398,9833659.705516089,16141750.30516745,29.506238,Introduced,0.342851683252965,0.0470578987739339,39.0072,-95.269167,Democrat,Republican,28.687,4.873000000000001,0.007399999999999999,20045,regional wind,14.226186,renewables,0.4821416406930629,Electric Utility,"Evergy Kansas Central, Inc",,,,,,
1355,E W Brown,2028.0,10171,2,2028.0,464.0,464.0,0.229,0.229,52.0,52,932832.0,57.0,1.0,KY,362.918,0.097921646,0.060378242,287.148,0.047772476,1233401.96,0.031031952,205.199637,3.22561218,0.268320658,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,0.5681,0.0126,0.5362,49418.53,23709462.84,3699.55,2147,25,17,49,62,168.0104281,0.262138855,Coal,['BIT'],1,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'SUN']",112453000,0.835670171736812,-14005270.74928656,-642469.3930139832,42.896835,None,0.713294641043891,0.208454594061024,37.78831,-84.71257,Democrat,Republican,49.677,6.694000000000003,0.005299890410958911,21167,local solar,20.934289,renewables,0.4880147684555283,Electric Utility,Kentucky Utilities Co,Investor Owned,,,,,
1356,Ghent,,10171,0,,2225.9,0.0,0.5427500000000001,0.542756053731075,44.0,44,10582328.0,,0.0,KY,10675.061,-0.0348051,0.202601507,6130.592,0.116352233,10811976.7,-0.0479345,205.200025,47.6643903,0.45231017,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,10.1447,0.2485,9.9219,934836.13,446229778.51,71194.64,3171,37,18,66,72,377.6691,0.076214269,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,141704000,0.999072163994568,8169399.634525442,94376740.16212392,33.498064,None,0.713294641043891,0.208454594061024,38.7497,-85.035,Democrat,Republican,56.08,1.153999999999996,0.02978007854900329,21041,local solar,11.212854,renewables,0.3347314041790594,Electric Utility,Kentucky Utilities Co,Investor Owned,,,,,
1364,Mill Creek (KY),2024.0,11249,1,2028.0,1717.2,711.0,0.47625,0.4924229559748428,46.5,46,7403799.0,,0.4140461215932914,KY,3169.508,-0.0112223,0.084070952,5392.405,0.143033122,7726436.78,-0.0177636,204.943133,20.8809838,0.276933233,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,11.4269,0.2815,10.0678,992367.58,482583219.07,74543.84,8806,48,31,71,77,759.8211127,0.228587442,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,549416000,0.996310879344115,-8493248.655295685,64926181.00205832,38.308691,None,0.713294641043891,0.208454594061024,38.0525,-85.9103,Democrat,Republican,33.448,5.152000000000001,0.06213451851851853,21111,local solar,15.941155,renewables,0.4161237198107344,Electric Utility,Louisville Gas & Electric Co,Investor Owned,,,,,
1379,Shawnee,2033.0,18642,1,2033.0,1575.0,1400.0,0.4352222222222222,0.4352222222222222,69.11111111111111,72,6003761.0,,0.8888888888888888,KY,14325.608,-0.0252322,0.400299961,7224.479,0.201873363,7506716.83,0.00109989,209.759924,16.4452452,0.229764455,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,16.6267,0.4151,16.5723,1484629.73,722087438.07,115054.96,5952,48,30,72,70,190.4272,0.104071574,Coal,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB']",9,0,30031000,0.99823378795833,2066893.235961596,25700950.48323876,41.879401,None,0.713294641043891,0.208454594061024,37.1517,-88.775,Democrat,Republican,48.027,6.311,0.126875,21145,local solar,19.978055,renewables,0.4770377446420497,Electric Utility,Tennessee Valley Authority,Federal,Net-zero carbon emissions by 2050,2050.0,70% reduction in carbon emissions by 2030; 80% reduction in carbon emissions by 2035,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1384,Cooper,,5580,0,,344.0,0.0,0.15,0.1591674418604651,56.0,55,478612.0,,0.0,KY,154.836,-0.0587077,0.051935825,380.943,0.127777706,611761.573,0.159543681,205.199965,0.710852923,0.119218827,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,0.1077,0.0023,0.106,8886.86,4404641.19,669.37,6193,52,23,81,75,66.8548,0.938266892,Coal,"['BIT', 'BIT']",2,0,245126000,0.998810940798856,-805461.8170235937,3433626.910605125,73.921529,None,0.713294641043891,0.208454594061024,36.9981,-84.5919,Democrat,Republican,52.114,7.457000000000001,0.008000000000000005,21199,local solar,53.15772600000001,renewables,0.7191102067166387,Electric Utility,"East Kentucky Power Coop, Inc",Cooperative,70% reduction in CO2 emissions by 2050 (2010 baseline),2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1554,Herbert A Wagner,2025.0,60422,2,2025.0,359.0,359.0,0.036,0.036,57.0,57,113899.0,59.0,1.0,MD,457.4,-0.2876133,0.622980963,40.812,0.055586137,150661.214,-0.0500504,205.201286,0.43257658,0.294585673,,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,0.9409,0.0225,0.9506,101736.34,44309985.99,7454.89,32305,23,39,21,49,7.3226074,0.181914575,Coal,['RC'],1,"['RFO', 'RFO', 'DFO']",7800000,0.842978412971248,,,124.285133,None,0.135555029318402,0.364423040453014,39.1781,-76.5268,Republican,Democrat,31.373,2.923000000000002,0.02733333333333333,24003,local solar,97.490813,renewables,0.7844125089362056,IPP Non-CHP,H.A. Wagner LLC,,,,,,
1710,J H Campbell,2025.0,4254,2,2025.0,1560.8,1560.8,0.6086666666666667,0.6047942080984111,53.33333333333334,49,8271415.0,63.0,1.0,MI,5520.383,-0.133234,0.135751495,3026.763,0.074430996,8529968.65,-0.0681991,209.760083,63.7103798,0.783349573,,RFC Michigan,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,4.2313,0.1114,4.3185,440991.87,208162725.71,33452.21,2793,25,27,40,50,162.115,0.047909,Coal,"['SUB', 'SUB', 'SUB']",3,0,324272000,0.997401430953204,20163862.52406457,60182023.87025099,32.033357,Passed,0.321371802989652,0.264501673831973,42.910296,-86.20074,Democrat,Republican,43.647,7.658999999999999,0.002853298039215687,26139,regional wind,12.475869,renewables,0.3894649255774223,Electric Utility,Consumers Energy Co,Investor Owned,Net-zero carbon emissions by 2040,2040.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1733,Monroe (MI),,5109,0,,3279.6,0.0,0.512,0.5122980241492865,50.25,51,14722484.0,,0.0,MI,3582.786,-0.0298921,0.046146661,4899.653,0.063108047,16290016.1,0.036134952,209.817122,42.9698143,0.276727867,,RFC Michigan,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,3.6142,0.0937,3.6842,374199.99,179336686.19,28105.32,8403,50,34,71,62,53.02055232,0.00803111,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,8728000,0.938408590673677,34241426.6567495,90775144.30676945,33.063188,Passed,0.321371802989652,0.264501673831973,41.8906,-83.3464,Democrat,Republican,44.616,9.089999999999996,0.02455068493150681,26115,regional wind,12.596505,renewables,0.3809827715343118,Electric Utility,DTE Electric Company,Investor-Owned,Net-zero carbon emissions by 2050,2050.0,32% reduction in CO2 emissions by 2023; 65% reduction in CO2 emissions by 2028; 85% reduction in CO2 emissions by 2032; 90% reduction in CO2 emissions by 2040 (2005 baseline),Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1832,Erickson Station,2025.0,56155,2,2025.0,154.7,154.7,0.516,0.516,50.0,50,699049.0,52.0,1.0,MI,2755.503,0.10820412,0.522046724,788.083,0.149307095,1107167.05,0.13705894,209.759499,5.6144213,0.531843051,,RFC Michigan,0.391281226189101,0.310283632876347,0.0805675947744817,0.00400625196935511,1.4804,0.0387,1.5192,153907.54,73555920.89,11617.38,17676,59,60,55,30,5.0489,0.017834303,Coal,['SUB'],1,0,0,0.999413205653433,-11828608.1871174,-2387627.448014553,42.964061,Passed,0.321371802989652,0.264501673831973,42.692222,-84.657222,Democrat,Republican,32.96,4.841000000000001,0.00355,26045,regional wind,24.045799,renewables,0.5596723968900427,Electric Utility,Lansing Board of Water and Light,Public Power,Carbon-neutral by 2040,2040.0,50% clean energy by 2030,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
1893,Clay Boswell,2029.0,12647,1,2029.0,922.5,364.5,0.6295,0.624570731707317,46.5,46,5046585.0,,0.3951219512195122,MN,604.94,0.097080389,0.021448662,2478.546,0.087878957,5877963.54,0.006668518,208.408198,26.7371017,0.473993343,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.7561,0.0197,0.7654,79477.48,37908256.64,6088.77,2494,33,22,57,22,139.5794255,0.066412994,Coal,"['RC', 'RC']",2,0,406086000,0.991995441150048,-12987807.50803599,39711670.59291244,31.9447,Introduced,0.266049997834806,0.2162123240102,47.2611,-93.6528,Democrat,Divided,43.426,4.734999999999999,0.01170840151515152,27061,regional wind,13.210966,renewables,0.4135573663236782,Electric Utility,"ALLETE, Inc.",Investor Owned,,,,,
1915,Allen S King,2028.0,13781,2,2028.0,598.4,598.4,0.248,0.248,65.0,65,1297884.0,70.0,1.0,MN,738.52,-0.073096,0.111949406,636.247,0.096446235,1383767.7,-0.1027079,209.760023,6.83116606,0.517755094,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,1.3181,0.0412,1.4091,175182.99,69567921.55,13509.93,25131,17,29,24,35,43.04046222,0.113070963,Coal,['SUB'],1,0,0,1.0,-4899791.436315588,5304845.506001019,46.346537,Introduced,0.266049997834806,0.2162123240102,45.03,-92.7786,Democrat,Divided,30.901,4.315999999999999,0.0027,27163,regional wind,28.362068,renewables,0.6119565740154437,Electric Utility,Northern States Power Co - Minnesota,Investor Owned,,,,,
1979,Hibbing,,8543,0,,35.9,0.0,0.05033333333333333,0.04265459610027856,41.0,42,13424.035,,0.0,,,,,,,,,,,,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,,,,,,,12823,39,21,65,40,0.0,,Gas,"['SUB', 'SUB', 'SUB']",3,0,0,0.0283023695930471,,,,Introduced,0.266049997834806,0.2162123240102,47.4294,-92.935,Democrat,Divided,33.542,6.269000000000002,,27137,,,,,Electric Utility,Hibbing Public Utilities Comm,Public Power,100% carbon-free electricity by 2040 (applies to all retail electric sales) (Mandatory),2040.0,,Mandatory,Not explicitly addressed
2079,Hawthorn,,10000,0,,569.0,0.0,0.527,0.527,54.0,54,2625900.0,,0.0,MO,1352.125,0.10734795,0.082847791,1169.617,0.071665109,3405038.21,0.22527167,208.634479,18.1144831,0.554957905,,SPP North,0.406092251624118,0.0951587877118475,0.373171816680638,0.00134979922573847,0.4712,0.0131,0.4663,48137.63,22054963.02,3824.38,27291,76,66,84,89,23.4909,0.021068856,Coal,['SUB'],1,"['NG', 'NG', 'NG', 'NG']",3000000,0.911401356039392,13299360.75262075,25197249.63882016,30.687235,Passed,0.751978263380225,0.0787478294207267,39.1306,-94.4778,Republican,Republican,32.192,7.134,0.0078,29095,regional wind,13.182096,renewables,0.4295628459194841,Electric Utility,Evergy Metro,Investor Owned,Net-zero carbon emissions by 2045,2045.0,70% reduction in carbon emissions by 2030,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
2103,Labadie,,19436,0,,2389.4,0.0,0.79625,0.7935478781284004,51.5,51,16608055.0,,0.0,MO,44265.498,0.055754013,0.535281852,7763.035,0.093874732,17346252.9,0.006382066,209.76008,154.2004,0.932336463,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,19.9958,0.5303,20.1376,1972933.45,914064056.25,153621.05,1295,16,7,43,38,1474.4285,0.178886738,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,16100000,0.998972640080288,106206322.6342505,122541150.2189145,23.868884,Passed,0.751978263380225,0.0787478294207267,38.562244,-90.837686,Republican,Republican,50.716,10.697,0.06940273972602735,29071,regional wind,1.145182000000002,renewables,0.04797802863342927,Electric Utility,Union Electric Co - (MO),Investor Owned,,,,,
2107,Sioux,2030.0,19436,2,2030.0,1099.4,1099.4,0.4035,0.4035,55.5,56,3886900.0,63.0,1.0,MO,1676.361,-0.1502351,0.083433347,4959.594,0.246841537,4214540.54,-0.0379559,209.759844,20.449979,0.508902971,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,2.645,0.0661,2.6387,251447.25,115594046.59,19525.22,2392,18,23,32,49,240.5242,0.174965565,Coal,"['RC', 'RC']",2,0,0,0.998956616339521,8703947.599953588,25609099.42676329,38.419635,Passed,0.751978263380225,0.0787478294207267,38.915479,-90.290247,Republican,Republican,44.295,9.735,0.00559139784946237,29183,regional wind,17.202839,renewables,0.4477616458355214,Electric Utility,Union Electric Co - (MO),Investor Owned,,,,,
2167,New Madrid,,924,0,,1300.0,0.0,0.496,0.496,48.5,49,5649269.0,,0.0,MO,13761.536,0.31242262,0.386953628,15425.567,0.433743669,7459851.54,0.366388556,209.759769,32.6818351,0.459481945,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,9.662,0.247,9.679,888896.08,423114117.02,68939.25,478,71,55,87,79,378.9943,0.122632252,Coal,"['RC', 'RC']",2,0,3200000,0.9992755060826,27633642.90463827,47155896.99930308,29.887614,Passed,0.751978263380225,0.0787478294207267,36.5147,-89.5617,Republican,Republican,55.7,3.272000000000006,0.01166666666666667,29143,regional wind,9.908952,renewables,0.3315404167090755,Electric Utility,"Associated Electric Coop, Inc",Transmission,,,,,
2168,Thomas Hill,,924,0,,1181.7,0.0,0.8083333333333332,0.828112041973428,50.66666666666666,46,8568259.0,,0.0,MO,13533.676,-0.1642391,0.369150527,10321.227,0.281526349,7689857.89,-0.1505293,209.751962,19.7078411,0.268779892,Yes,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,4.4131,0.1177,4.3995,435075.97,202083360.09,34184.53,80,30,21,54,56,382.7195,0.111204608,Coal,"['RC', 'RC', 'RC']",3,0,6800000,0.999606849420202,10602684.41746223,48107812.32587317,25.654851,Passed,0.751978263380225,0.0787478294207267,39.5522,-92.6381,Republican,Republican,58.179,9.498000000000005,0.01066666666666667,29175,local wind,6.641703,renewables,0.2588868280700597,Electric Utility,"Associated Electric Coop, Inc",Transmission,,,,,
2240,Lon Wright,,6779,0,,130.0,0.0,0.3606666666666667,0.4237692307692308,57.66666666666666,51,482717.0,,0.0,NE,585.505,-0.3014251,0.341295192,385.586,0.224760929,341571.67,-0.2498276,199.104651,,,Yes,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.2191,0.0064,0.216,24597.63,11179645.21,1973.61,25628,45,38,59,62,18.0747908,0.059879447,Coal,"['SUB', 'SUB', 'SUB']",3,"['NG', 'SUN', 'SUN']",49500000,0.951329241726916,-2609247.004062493,-580683.8517947996,34.314775,None,0.49942375033099,0.0309505875479779,41.4281,-96.4623,Republican,Republican,42.508,7.996000000000002,0.002,31053,regional wind,18.627361,renewables,0.5428379174859809,Electric Utility,City of Fremont - (NE),Municipal,,,,,
2277,Sheldon,,13337,0,,228.7,0.0,0.423,0.4218351552251859,60.0,59,844659.0,,0.0,NE,3318.478,0.307909109,0.562419336,2897.213,0.491022876,1237653.97,0.206971918,209.758969,,,Yes,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.7174,0.0221,0.7074,85298.08,36337632.33,6764.98,600,4,10,14,32,0.6462239,0.002596815,Coal,"['SUB', 'SUB']",2,0,0,0.997366538439891,-2781787.44602197,554548.1145545288,42.352857,None,0.49942375033099,0.0309505875479779,40.5589,-96.7847,Republican,Republican,31.83,4.904,,31109,local wind,28.581102,renewables,0.6748329162304211,Electric Utility,Nebraska Public Power District,Political Subdivision,Net-zero carbon emissions from generation resources by 2050,2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
2291,North Omaha,2026.0,14127,2,2026.0,353.6,353.6,0.5285,0.5226153846153846,57.5,57,1617771.0,63.0,1.0,NE,5478.75,-0.0595919,0.568108505,2894.693,0.300159656,2020460.89,0.038559171,209.507829,,,Yes,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,1.5684,0.0466,1.5614,175252.06,77554910.24,13916.06,40523,80,74,82,77,174.6085,0.197131682,Coal,"['SUB', 'SUB']",2,"['NG', 'NG', 'NG']",20000000,0.978478299088487,-832746.682643533,4877448.258737396,25.656088,None,0.49942375033099,0.0309505875479779,41.32909,-95.94466,Republican,Republican,32.408,5.121000000000002,0.010775,31055,regional wind,9.773139,renewables,0.3809286513204975,Electric Utility,Omaha Public Power District,Public Power,Net-zero carbon emissions by 2050,2050.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
2364,Merrimack,,62032,0,,459.2,0.0,0.084,0.0703588850174216,59.0,57,284416.0,,0.0,NH,110.43,-0.4425036,0.062346364,417.528,0.235727183,363457.28,0.114908756,205.200037,1.42077662,0.401069714,,NPCC New England,0.00561572479355904,0.542847070708749,0.0366760262670274,0.0238467306976354,0.1141,0.0023,0.1136,12275.41,5494891.95,870.6,12476,17,21,32,48,15.11432005,0.234947965,Coal,"['BIT', 'BIT']",2,"['JF', 'JF']",0,0.995133824560996,2425542.469155703,22226914.15130257,100.884168,None,0.0165276365606274,0.259757832238689,43.1411,-71.4692,Republican,Republican,31.681,4.413,0.0,33013,regional wind,83.84948800000001,renewables,0.8311461516934947,IPP Non-CHP,Granite Shore Power,,,,,,
2367,Schiller,,62032,0,,100.0,0.0,0.0,0.0,68.5,69,0.0,,0.0,,,,,,,,,,,,,NPCC New England,0.00561572479355904,0.542847070708749,0.0366760262670274,0.0238467306976354,0.0999,0.0019,0.0981,10968.39,4699666.29,766.85,24135,20,26,33,26,1.09618239,0.093819102,Oil,"['BIT', 'BIT']",2,['JF'],800000,0.0,-122228.3130329869,5598352.184378763,,None,0.0165276365606274,0.259757832238689,43.0978,-70.7842,Republican,Republican,33.781,5.079999999999998,0.008666666666666666,33015,,,,,IPP Non-CHP,Granite Shore Power,,,,,,
